Feature,rank_mi,rank_SHAP,rank_embed,value_min,value_med,value_mean,value_harmo
det_LT_TKEO_std_4_coef,502,391,352,352,391.0,415.0,405.9273116106365
tqwt_medianValue_dec_4,503,205,264,205,264.0,324.0,281.58440421064245
tqwt_energy_dec_10,504,481,491,481,491.0,492.0,491.8202955958125
tqwt_medianValue_dec_1,505,8,199,8,199.0,237.33333333333334,22.726356158187834
f3,506,286,336,286,336.0,376.0,355.07250722930274
std_delta_delta_0th,507,178,31,31,178.0,238.66666666666666,75.28527731182893
tqwt_TKEO_mean_dec_3,508,270,395,270,395.0,391.0,365.68182329516054
det_TKEO_std_2_coef,509,679,736,509,679.0,641.3333333333334,625.5100194347608
GQ_prc5_95,510,521,209,209,510.0,413.3333333333333,346.2260567053694
tqwt_minValue_dec_28,511,585,562,511,562.0,552.6666666666666,550.8925255250101
IMF_SNR_TKEO,512,500,177,177,500.0,396.3333333333333,312.4074976328587
tqwt_TKEO_std_dec_21,513,372,315,315,372.0,400.0,384.0200080492152
det_entropy_shannon_7_coef,514,708,573,514,573.0,598.3333333333334,587.871578152047
tqwt_energy_dec_22,515,460,487,460,487.0,487.3333333333333,486.29864062664655
det_LT_TKEO_std_6_coef,516,317,30,30,317.0,287.6666666666667,78.07235816336272
Ed_3_coef,517,458,454,454,458.0,476.3333333333333,474.6621197581524
tqwt_maxValue_dec_29,518,555,576,518,555.0,549.6666666666666,548.605050257416
tqwt_stdValue_dec_3,519,705,739,519,705.0,654.3333333333334,638.5149724778441
tqwt_TKEO_std_dec_35,520,737,672,520,672.0,643.0,629.1914289250976
tqwt_minValue_dec_25,521,459,449,449,459.0,476.3333333333333,474.2928136121291
det_entropy_shannon_3_coef,522,611,536,522,536.0,556.3333333333334,553.7055979616293
tqwt_skewnessValue_dec_33,523,100,278,100,278.0,300.3333333333333,193.4339716356089
mean_8th_delta,524,253,261,253,261.0,346.0,309.5213809266808
mean_4th_delta_delta,525,469,482,469,482.0,492.0,490.8660573832984
std_1st_delta,526,216,164,164,216.0,302.0,237.56107843470573
tqwt_maxValue_dec_32,527,556,604,527,556.0,562.3333333333334,560.567077445457
tqwt_entropy_shannon_dec_28,528,424,486,424,486.0,479.3333333333333,475.4325665944208
gender,529,753,753,529,753.0,678.3333333333334,659.8625069022639
tqwt_entropy_log_dec_29,530,230,113,113,230.0,291.0,198.8839156800462
det_TKEO_mean_2_coef,531,369,61,61,369.0,320.3333333333333,142.9476158013706
tqwt_maxValue_dec_24,532,159,406,159,406.0,365.6666666666667,282.16540776810706
tqwt_medianValue_dec_29,533,515,461,461,515.0,503.0,501.0758451102989
tqwt_minValue_dec_5,534,425,369,369,425.0,442.6666666666667,432.54918468857016
tqwt_entropy_shannon_dec_22,535,480,404,404,480.0,473.0,466.72704915574485
tqwt_TKEO_std_dec_27,536,380,493,380,493.0,469.6666666666667,459.7244486225484
tqwt_energy_dec_18,537,138,117,117,138.0,264.0,169.91792580398612
tqwt_minValue_dec_31,538,415,474,415,474.0,475.6666666666667,470.36104131604515
det_TKEO_std_8_coef,539,338,226,226,338.0,367.6666666666667,324.7229010683941
det_LT_entropy_shannon_2_coef,540,600,668,540,600.0,602.6666666666666,598.1428255582576
tqwt_skewnessValue_dec_19,541,523,463,463,523.0,509.0,506.73091190407115
tqwt_stdValue_dec_23,542,539,696,539,542.0,592.3333333333334,583.9884807671318
mean_MFCC_9th_coef,543,156,408,156,408.0,369.0,280.2989781021898
VFER_std,544,351,361,351,361.0,418.6666666666667,402.28922708199184
std_1st_delta_delta,545,177,48,48,177.0,256.6666666666667,105.94000960944472
tqwt_entropy_shannon_dec_24,546,377,400,377,400.0,441.0,429.55192838088345
tqwt_maxValue_dec_25,547,545,548,545,547.0,546.6666666666666,546.6638186521157
tqwt_TKEO_std_dec_28,548,742,665,548,665.0,651.6666666666666,641.5347822717258
tqwt_minValue_dec_27,549,584,561,549,561.0,564.6666666666666,564.2965523948761
det_LT_entropy_log_4_coef,550,422,517,422,517.0,496.3333333333333,490.0290488739818
tqwt_maxValue_dec_26,551,254,28,28,254.0,277.6666666666667,72.34812362302608
std_MFCC_6th_coef,552,381,324,324,381.0,419.0,398.7937355151345
tqwt_medianValue_dec_14,553,279,104,104,279.0,312.0,199.89429229906776
det_LT_TKEO_mean_8_coef,554,631,653,554,631.0,612.6666666666666,609.6032291862318
mean_12th_delta_delta,555,99,286,99,286.0,313.3333333333333,194.81385517523523
tqwt_energy_dec_7,556,54,299,54,299.0,303.0,126.78791416761608
tqwt_maxValue_dec_27,557,140,38,38,140.0,245.0,85.09677789902935
det_entropy_shannon_4_coef,558,697,533,533,558.0,596.0,587.8886089686446
mean_MFCC_11th_coef,559,251,101,101,251.0,303.6666666666667,191.40022690539757
tqwt_minValue_dec_29,560,43,252,43,252.0,285.0,103.41339271512645
tqwt_skewnessValue_dec_1,561,382,476,382,476.0,473.0,461.45521661112537
tqwt_entropy_log_dec_23,562,146,122,122,146.0,276.6666666666667,178.3018975467262
det_TKEO_mean_8_coef,563,676,749,563,676.0,662.6666666666666,653.5090092534076
tqwt_entropy_shannon_dec_31,564,283,90,90,283.0,312.3333333333333,182.729284860203
std_MFCC_11th_coef,565,398,475,398,475.0,479.3333333333333,469.64985819916603
std_MFCC_5th_coef,566,75,300,75,300.0,313.6666666666667,162.7476038338658
tqwt_energy_dec_9,567,267,145,145,267.0,326.3333333333333,241.82747072367334
tqwt_stdValue_dec_22,568,533,695,533,568.0,598.6666666666666,591.0648829193427
det_LT_TKEO_mean_2_coef,569,607,684,569,607.0,620.0,616.4082948980098
det_LT_TKEO_std_8_coef,570,658,564,564,570.0,597.3333333333334,594.3898573692552
mean_9th_delta_delta,571,366,379,366,379.0,438.6666666666667,421.22547592752466
tqwt_entropy_log_dec_32,572,23,119,23,119.0,238.0,55.938971665416084
mean_6th_delta,573,434,462,434,462.0,489.6666666666667,482.7924461701376
tqwt_medianValue_dec_32,574,151,386,151,386.0,370.3333333333333,273.8387990963757
tqwt_stdValue_dec_26,575,542,699,542,575.0,605.3333333333334,598.2335301112288
b1,576,97,127,97,127.0,266.6666666666667,150.60690660308612
tqwt_meanValue_dec_19,577,78,234,78,234.0,296.3333333333333,159.34461054287962
det_entropy_shannon_2_coef,578,468,447,447,468.0,497.6666666666667,491.48160733592925
det_TKEO_std_1_coef,579,190,94,94,190.0,287.6666666666667,170.17828147628032
tqwt_maxValue_dec_20,580,105,46,46,105.0,243.66666666666666,90.94470295422575
det_LT_TKEO_std_3_coef,581,655,704,581,655.0,646.6666666666666,642.6263713331505
tqwt_kurtosisValue_dec_29,582,191,413,191,413.0,395.3333333333333,319.995813304028
tqwt_minValue_dec_26,583,583,557,557,583.0,574.3333333333334,574.0677666470242
det_LT_TKEO_mean_6_coef,584,525,520,520,525.0,543.0,541.4998641427406
tqwt_meanValue_dec_1,585,330,296,296,330.0,403.6666666666667,369.54536635840395
b3,586,362,229,229,362.0,392.3333333333333,339.53060406687416
tqwt_maxValue_dec_31,587,349,267,267,349.0,401.0,360.8273607828047
tqwt_minValue_dec_30,588,354,391,354,391.0,444.3333333333333,423.5443333090477
tqwt_skewnessValue_dec_34,589,562,586,562,586.0,579.0,578.744235726561
tqwt_energy_dec_19,590,22,80,22,80.0,230.66666666666666,50.29383274136261
tqwt_stdValue_dec_2,591,706,738,591,706.0,678.3333333333334,672.1195693930292
Ed2_4_coef,592,620,683,592,620.0,631.6666666666666,629.4294447104038
tqwt_entropy_shannon_dec_30,593,396,203,203,396.0,397.3333333333333,328.31013211813723
det_entropy_log_6_coef,594,467,345,345,467.0,468.6666666666667,446.20413929438973
mean_MFCC_8th_coef,595,82,292,82,292.0,323.0,173.40587648190072
tqwt_skewnessValue_dec_10,596,67,112,67,112.0,258.3333333333333,117.50054296423443
tqwt_skewnessValue_dec_29,597,386,166,166,386.0,383.0,291.55052080686954
f2,598,158,223,158,223.0,326.3333333333333,240.27565077241212
tqwt_kurtosisValue_dec_4,599,71,319,71,319.0,329.6666666666667,158.82467737718483
std_MFCC_3rd_coef,600,260,423,260,423.0,427.6666666666667,380.8611335565046
tqwt_stdValue_dec_31,601,136,341,136,341.0,359.3333333333333,251.0589245555512
tqwt_TKEO_mean_dec_2,602,188,370,188,370.0,386.6666666666667,309.82193767325316
mean_delta_delta_0th,603,236,368,236,368.0,402.3333333333333,348.30849997782997
tqwt_kurtosisValue_dec_3,604,519,393,393,519.0,505.3333333333333,489.6407782039308
tqwt_entropy_log_dec_22,605,622,615,605,615.0,614.0,613.9205422158165
tqwt_TKEO_mean_dec_1,606,616,530,530,606.0,584.0,581.3577078737967
tqwt_meanValue_dec_33,607,293,291,291,293.0,397.0,353.07235913050795
tqwt_entropy_shannon_dec_23,608,371,360,360,371.0,446.3333333333333,421.4707062878022
det_TKEO_std_7_coef,609,684,730,609,684.0,674.3333333333334,670.5577729656305
tqwt_meanValue_dec_4,610,364,332,332,364.0,435.3333333333333,405.4796409293593
tqwt_meanValue_dec_18,611,392,144,144,392.0,382.3333333333333,269.49030066884757
tqwt_meanValue_dec_9,612,150,260,150,260.0,340.6666666666667,246.97847682119203
std_0th_delta,613,508,516,508,516.0,545.6666666666666,541.7304144565315
Ea,614,518,401,401,518.0,511.0,495.62757259217807
tqwt_minValue_dec_1,615,546,710,546,615.0,623.6666666666666,616.5267649340574
tqwt_meanValue_dec_32,616,438,321,321,438.0,458.3333333333333,427.2441370600945
tqwt_skewnessValue_dec_2,617,560,611,560,611.0,596.0,594.8697198278899
apq3Shimmer,618,129,153,129,153.0,300.0,188.60796956904952
mean_10th_delta_delta,619,109,236,109,236.0,321.3333333333333,199.63919942828244
tqwt_medianValue_dec_2,620,373,471,373,471.0,488.0,467.5074074021085
tqwt_TKEO_std_dec_25,621,48,89,48,89.0,252.66666666666666,89.07470704764462
IMF_NSR_SEO,622,406,384,384,406.0,470.6666666666667,449.4423838685956
tqwt_minValue_dec_21,623,63,165,63,165.0,283.6666666666667,127.44937319189972
det_entropy_shannon_8_coef,624,709,570,570,624.0,634.3333333333334,629.2754939587065
det_LT_entropy_log_6_coef,625,479,198,198,479.0,434.0,343.3206169505007
mean_1st_delta_delta,626,88,132,88,132.0,282.0,146.07896287566294
tqwt_TKEO_mean_dec_23,627,194,445,194,445.0,422.0,333.4546175123156
tqwt_kurtosisValue_dec_11,628,350,414,350,414.0,464.0,437.00191454348703
Ed_5_coef,629,578,606,578,606.0,604.3333333333334,603.6103210581879
det_TKEO_mean_9_coef,630,677,748,630,677.0,685.0,681.6160427761786
det_LT_TKEO_std_5_coef,631,656,629,629,631.0,638.6666666666666,638.4335167749797
mean_1st_delta,632,256,204,204,256.0,364.0,288.7255761873659
tqwt_maxValue_dec_30,633,547,574,547,574.0,584.6666666666666,582.5137894684394
tqwt_skewnessValue_dec_7,634,213,247,213,247.0,364.6666666666667,290.6777961429306
tqwt_kurtosisValue_dec_7,635,278,443,278,443.0,452.0,403.80862632511116
tqwt_TKEO_std_dec_33,636,484,380,380,484.0,500.0,478.46724404982655
tqwt_stdValue_dec_29,637,534,702,534,637.0,624.3333333333334,616.3936912751678
tqwt_entropy_log_dec_30,638,340,365,340,365.0,447.6666666666667,413.89011831535663
tqwt_entropy_shannon_dec_2,639,505,435,435,505.0,526.3333333333334,513.3475653239226
tqwt_kurtosisValue_dec_9,640,563,598,563,598.0,600.3333333333334,598.6900975628731
ddaShimmer,641,565,558,558,565.0,588.0,585.6985759042733
mean_9th_delta,642,217,178,178,217.0,345.6666666666667,254.58454020313738
tqwt_meanValue_dec_30,643,363,448,363,448.0,484.6666666666667,458.5631803676964
tqwt_energy_dec_31,644,478,182,182,478.0,434.6666666666667,328.2508886093947
tqwt_kurtosisValue_dec_21,645,98,175,98,175.0,306.0,171.735192899837
det_TKEO_mean_10_coef,646,678,747,646,678.0,690.3333333333334,687.8206747506686
tqwt_skewnessValue_dec_6,647,403,314,314,403.0,454.6666666666667,415.9907967095781
det_TKEO_mean_7_coef,648,675,751,648,675.0,691.3333333333334,688.6658238834696
Ed2_5_coef,649,621,682,621,649.0,650.6666666666666,649.7143674325483
det_LT_TKEO_mean_10_coef,650,632,732,632,650.0,671.3333333333334,668.6189987726278
tqwt_entropy_shannon_dec_25,651,11,97,11,97.0,253.0,29.195810858143606
tqwt_minValue_dec_36,652,379,436,379,436.0,489.0,463.97664163164063
Ed_6_coef,653,471,318,318,471.0,480.6666666666667,441.22903480477294
std_2nd_delta_delta,654,163,79,79,163.0,298.6666666666667,147.62145549095797
mean_3rd_delta_delta,655,517,527,517,527.0,566.3333333333334,559.859554586057
std_MFCC_2nd_coef,656,173,184,173,184.0,337.6666666666667,235.48768532162512
mean_5th_delta_delta,657,367,456,367,456.0,493.3333333333333,465.8494964431131
mean_6th_delta_delta,658,154,52,52,154.0,288.0,110.1158572264482
mean_2nd_delta_delta,659,439,430,430,439.0,509.3333333333333,490.12108620365865
tqwt_TKEO_mean_dec_21,660,110,306,110,306.0,358.6666666666667,216.23126338329766
tqwt_TKEO_mean_dec_24,661,418,367,367,418.0,482.0,452.4887258642463
mean_8th_delta_delta,662,370,160,160,370.0,397.3333333333333,286.7170657952495
tqwt_TKEO_mean_dec_25,663,93,39,39,93.0,265.0,79.15147625160462
tqwt_TKEO_mean_dec_22,664,513,484,484,513.0,553.6666666666666,543.3347951224871
tqwt_skewnessValue_dec_31,665,262,254,254,262.0,393.6666666666667,324.0594305910839
tqwt_kurtosisValue_dec_8,666,495,510,495,510.0,557.0,547.1968365553603
mean_12th_delta,667,248,248,248,248.0,387.6666666666667,313.68394437420983
mean_10th_delta,668,157,251,157,251.0,358.6666666666667,253.15395046016843
tqwt_kurtosisValue_dec_33,669,16,207,16,207.0,297.3333333333333,43.58837762870577
tqwt_kurtosisValue_dec_32,670,123,155,123,155.0,316.0,186.63411664434435
tqwt_kurtosisValue_dec_31,671,385,466,385,466.0,507.3333333333333,481.2598759912637
tqwt_kurtosisValue_dec_30,672,304,142,142,304.0,372.6666666666667,253.81091927204855
f4,673,266,366,266,366.0,435.0,376.0565763394122
tqwt_TKEO_std_dec_30,674,740,667,667,674.0,693.6666666666666,692.1562828993451
b2,675,326,173,173,326.0,391.3333333333333,290.435579810947
tqwt_meanValue_dec_2,676,451,143,143,451.0,423.3333333333333,280.6468241791961
b4,677,166,313,166,313.0,385.3333333333333,280.47633830443783
GNE_SNR_TKEO,678,312,398,312,398.0,462.6666666666667,417.09434635277336
GNE_NSR_TKEO,679,457,71,71,457.0,402.3333333333333,169.05746894175604
tqwt_TKEO_std_dec_29,680,741,666,666,680.0,695.6666666666666,694.1845426976845
VFER_SNR_SEO,681,431,339,339,431.0,483.6666666666667,445.20512499272905
VFER_NSR_TKEO,682,324,375,324,375.0,460.3333333333333,415.5491810677713
mean_MFCC_7th_coef,683,107,100,100,107.0,296.6666666666667,144.16199262235256
tqwt_kurtosisValue_dec_14,684,430,128,128,430.0,414.0,258.61913572331423
tqwt_meanValue_dec_7,685,200,333,200,333.0,406.0,317.02898970361707
tqwt_kurtosisValue_dec_10,686,37,196,37,196.0,306.3333333333333,89.3208211143695
tqwt_skewnessValue_dec_15,687,420,498,420,498.0,535.0,513.295325460274
mean_3rd_delta,688,149,259,149,259.0,365.3333333333333,249.4615449662538
tqwt_TKEO_std_dec_24,689,316,392,316,392.0,465.6666666666667,418.5877413828056
mean_5th_delta,690,31,185,31,185.0,302.0,76.70134065579066
tqwt_TKEO_mean_dec_31,691,247,420,247,420.0,452.6666666666667,380.8695143959747
mean_7th_delta,692,429,450,429,450.0,523.6666666666666,500.1407680845806
tqwt_TKEO_mean_dec_29,693,723,731,693,723.0,715.6666666666666,715.2877364294153
tqwt_meanValue_dec_20,694,488,512,488,512.0,564.6666666666666,551.143598175993
det_LT_entropy_log_8_coef,695,447,152,152,447.0,431.3333333333333,292.5421425754106
tqwt_skewnessValue_dec_14,696,291,147,147,291.0,378.0,256.9388737864078
Ed2_1_coef,697,334,452,334,452.0,494.3333333333333,451.73092543037444
det_TKEO_std_4_coef,698,681,734,681,698.0,704.3333333333334,703.6486644921359
det_TKEO_std_6_coef,699,327,446,327,446.0,490.6666666666667,445.7075064597789
tqwt_medianValue_dec_28,700,273,102,102,273.0,358.3333333333333,201.4031534789527
tqwt_energy_dec_20,701,258,222,222,258.0,393.6666666666667,305.9037271813001
tqwt_minValue_dec_32,702,586,567,567,586.0,618.3333333333334,612.9135370352852
det_LT_TKEO_std_10_coef,703,659,565,565,659.0,642.3333333333334,636.9646789805704
det_LT_TKEO_std_9_coef,704,214,151,151,214.0,356.3333333333333,235.92568983040303
det_TKEO_std_9_coef,705,685,729,685,705.0,706.3333333333334,705.8763997634062
det_TKEO_std_10_coef,706,686,728,686,706.0,706.6666666666666,706.2507805343155
tqwt_minValue_dec_24,707,582,555,555,582.0,614.6666666666666,607.9714767200092
Ea2,708,619,686,619,686.0,671.0,668.7972747509591
tqwt_minValue_dec_22,709,408,494,408,494.0,537.0,509.70918472897625
det_LT_TKEO_mean_7_coef,710,630,645,630,645.0,661.6666666666666,659.9005032021958
tqwt_meanValue_dec_22,711,272,287,272,287.0,423.3333333333333,350.17026243236245
Ed2_6_coef,712,624,680,624,680.0,672.0,669.9947958556087
Ed2_7_coef,713,628,679,628,679.0,673.3333333333334,671.4961742703948
Ed2_9_coef,714,596,674,596,674.0,661.3333333333334,657.5930374387458
Ed2_10_coef,715,598,671,598,671.0,661.3333333333334,657.7281171456672
det_LT_entropy_shannon_1_coef,716,599,669,599,669.0,661.3333333333334,657.7698994130453
det_LT_entropy_log_10_coef,717,265,7,7,265.0,329.6666666666667,20.26678823033437
det_LT_entropy_shannon_5_coef,718,387,497,387,497.0,534.0,500.93429063020295
det_LT_entropy_shannon_6_coef,719,355,140,140,355.0,404.6666666666667,264.3036944810838
det_LT_entropy_shannon_7_coef,720,201,438,201,438.0,453.0,346.9363896095366
det_LT_entropy_log_3_coef,721,603,675,603,675.0,666.3333333333334,662.7170459395556
det_LT_entropy_log_9_coef,722,606,681,606,681.0,669.6666666666666,666.1285311871227
det_LT_entropy_log_5_coef,723,197,422,197,422.0,447.3333333333333,339.7917843635699
tqwt_energy_dec_23,724,152,49,49,152.0,308.3333333333333,105.75174541746203
det_TKEO_mean_6_coef,725,147,279,147,279.0,383.6666666666667,254.9663010950001
det_TKEO_mean_5_coef,726,692,752,692,726.0,723.3333333333334,722.493862543411
det_TKEO_mean_4_coef,727,219,70,70,219.0,338.6666666666667,148.31337914147443
tqwt_meanValue_dec_24,728,296,421,296,421.0,481.6666666666667,420.91665841829155
tqwt_entropy_log_dec_31,729,417,457,417,457.0,534.3333333333334,503.5240426958555
tqwt_skewnessValue_dec_9,730,348,426,348,426.0,501.3333333333333,455.1769040528946
tqwt_skewnessValue_dec_4,731,313,187,187,313.0,410.3333333333333,302.71013911718717
det_LT_entropy_log_7_coef,732,130,308,130,308.0,390.0,243.79974269109624
tqwt_meanValue_dec_28,733,85,273,85,273.0,363.6666666666667,178.6568645643322
Ed_7_coef,734,577,578,577,578.0,629.6666666666666,621.6838503448813
det_entropy_shannon_1_coef,735,537,544,537,544.0,605.3333333333334,592.7709326626562
tqwt_meanValue_dec_29,736,333,312,312,333.0,460.3333333333333,396.4673773279688
tqwt_meanValue_dec_31,737,115,249,115,249.0,367.0,213.24131113528662
det_entropy_shannon_5_coef,738,399,269,269,399.0,468.6666666666667,395.84357212463453
tqwt_entropy_log_dec_24,739,448,427,427,448.0,538.0,506.13749028846394
tqwt_entropy_log_dec_2,740,473,511,473,511.0,574.6666666666666,553.2540781533062
det_entropy_shannon_6_coef,741,360,358,358,360.0,486.3333333333333,433.4883298684557
det_entropy_shannon_9_coef,742,410,95,95,410.0,415.6666666666667,209.59894599429484
det_entropy_shannon_10_coef,743,441,464,441,464.0,549.3333333333334,520.0531515702266
det_entropy_log_2_coef,744,507,519,507,519.0,590.0,572.1636782899178
det_entropy_log_3_coef,745,320,240,240,320.0,435.0,347.4655870445344
det_entropy_log_5_coef,746,711,721,711,721.0,726.0,725.7043461869578
tqwt_energy_dec_36,747,353,301,301,353.0,467.0,400.3304908783085
det_entropy_log_7_coef,748,413,490,413,490.0,550.3333333333334,517.3285912505382
det_entropy_log_8_coef,749,491,495,491,495.0,578.3333333333334,556.382362140228
det_entropy_log_9_coef,750,704,716,704,716.0,723.3333333333334,722.8156404072746
tqwt_energy_dec_34,751,323,418,323,418.0,497.3333333333333,439.89058936667124
det_TKEO_mean_3_coef,752,693,694,693,694.0,713.0,711.9615214512659
PPE,753,290,343,290,343.0,462.0,390.02832748095443
