,index,Feature,value_MI
677,453,H02630,0.0392504787111460640
678,7,H80240,0.0391779771561968637
679,1904,R23907,0.0390200639646023362
680,1609,U15782,0.0389043260760941756
681,451,L42611,0.0388823946025493861
682,1745,X74795,0.0386599467994568347
683,1314,M97676,0.0385133192334745633
684,924,D14658,0.0384908059045094841
685,206,R21547,0.0384781775356191069
686,229,H20505,0.0381288918329178994
687,1835,U14631,0.0378845606400699531
688,1491,T47778,0.0377134470626343532
689,879,D21239,0.0374576544681322066
690,500,K02566,0.0372846196176777056
691,1206,R39144,0.0372308427493850402
692,806,M94132,0.0371461121631921909
693,560,R46753,0.0370881249358891996
694,1750,R40717_,0.0369708205135563794
695,1939,M81840,0.0368395002209456202
696,1034,R34098,0.0366957819320659073
697,1343,L26405_,0.0366709859395280002
698,717,X62899,0.0365355926589736590
699,514,T56604,0.0364855530928052119
700,371,R42374,0.0364085691448532422
701,499,H17646,0.0362085899126161070
702,1189,T79616,0.0361453467042116561
703,134,X86779,0.0361071680370006476
704,1611,X17097,0.0360945462501851555
705,904,T99303,0.0360091925357994835
706,1019,X56253,0.0358141831165315061
707,1599,M90516,0.0357547426845747918
708,167,H06970,0.0357357204881336710
709,1893,X07767,0.0355337271409787991
710,546,M37984_,0.0352967553314267324
711,515,M59807,0.0348860259595968891
712,1555,H17802,0.0346459052854153349
713,234,T63591,0.0346094208442819795
714,1178,U20285,0.0345812614114733297
715,502,H17108,0.0345144507184766969
716,944,X51417,0.0344620389725165399
717,1127,D11466,0.0344486562978438826
718,70,X57346,0.0343051104593263823
719,1117,H11661,0.0342830512935290432
720,1227,U28049,0.0341574617017450510
721,1536,Y00971,0.0341294414624997433
722,18,H09263,0.0338544028810097153
723,190,R93738,0.0338360072980976589
724,168,R37276_,0.0337386584104264475
725,238,H48027,0.0337311805497828576
726,160,T57882,0.0337088876856841413
727,1558,M28373,0.0336724032445505639
728,1331,L25616,0.0335390372430632855
729,1621,T86444,0.0334067770301575973
730,441,T64878,0.0333915816520595765
731,737,L01664,0.0331895659258503173
732,593,T89422,0.0330737319390481677
733,1588,R71651,0.0329967479910968642
734,1487,M59819,0.0329907504044537614
735,1325,M94203,0.0329230302506484662
736,790,J04621,0.0328871015011198420
737,64,T63499,0.0327783731759478947
738,352,T57882_,0.0327663332445529143
739,632,H87344,0.0327057995645996247
740,340,D13315,0.0326451282846380586
741,1894,R99907,0.0325627286054643861
742,1886,M58050,0.0322708925688466319
743,230,X17042_,0.0322363541354764305
744,1969,R06749,0.0322316081130538112
745,1424,M68520,0.0322165246302281716
746,17,T63508,0.0321454935108098638
747,994,X66362,0.0321187281614638831
748,110,R78934,0.0320589068939682864
749,480,H56686,0.0319071118208154036
750,1757,H20819,0.0317515773910872490
751,792,X74874,0.0316282721257168387
752,1062,D13641,0.0315904481976998497
753,95,T95318,0.0315287748488000119
754,1667,M82919,0.0315155997067977367
755,1282,Y00711,0.0314984943250358196
756,1864,R67072,0.0314955544239639007
757,1403,M14676,0.0312970011011024507
758,1622,T94993,0.0311619308031136910
759,1394,H10925,0.0310899564377205007
760,1246,X74295,0.0310138420165049222
761,1032,M69066,0.0309887169202223145
762,872,T62568,0.0309608358745392387
763,1865,T67173,0.0309045575406468043
764,1215,R61324,0.0308919979024755431
765,1592,U25165,0.0308384672037838037
766,1808,H24310_,0.0307007399194723085
767,1384,H75867,0.0305833907390298254
768,1594,H28111,0.0304674224779002412
769,528,T57483,0.0303333587764740287
770,639,M60706,0.0303215557997753571
771,1408,R40446,0.0302566117832188120
772,1363,X82634,0.0301425681207876384
773,1613,T51539,0.0300413700357187174
774,600,D16431,0.0299885554667751464
775,1830,L26050,0.0299208397731229869
776,199,T61338,0.0298918489896131678
777,899,U08198,0.0296413668131350061
778,317,T65580,0.0295917300699497510
779,297,T98616,0.0293811431658144162
780,957,T50321,0.0292207301021760735
781,814,H78063,0.0291693030346196203
782,147,M19283,0.0289419765976155485
783,774,R39130,0.0287212743607840881
784,1402,Z29505,0.0287205134729264788
785,73,H79575,0.0287197078269596506
786,554,M33680,0.0286232044241299111
787,1534,M88468,0.0283429498600686891
788,440,X83412,0.0282805794347953388
789,1715,D13636,0.0282528807472295362
790,735,T78096,0.0281405760689852347
791,1170,U23852,0.0279408272093695231
792,720,T65380,0.0278184137805042031
793,927,T93284,0.0276637455518322639
794,1505,H05814,0.0276200010820915054
795,34,T96832,0.0276072450209485787
796,272,T69748,0.0275878200015235997
797,1816,L49218,0.0274918138571302872
798,621,M28129,0.0271314456031486184
799,1875,K03192_,0.0270684021433960087
800,1071,H78819,0.0270541914437016917
801,294,X15183,0.0269081904912484848
802,79,M24398,0.0266599396381592690
803,869,M16827,0.0266229246817892840
804,950,X17651,0.0265945927986188657
805,848,T54670,0.0265837165780651308
806,652,T62864,0.0264921862445992584
807,1109,L08069,0.0264056257241029879
808,1629,L37936,0.0264043708342034389
809,387,L20492,0.0262059133776813002
810,1596,T47383,0.0260633380834280892
811,921,T95291,0.0259917840008383472
812,964,R46069,0.0259749167757175048
813,356,T57780_,0.0255239821504591458
814,1999,T49647,0.0254136500854182934
815,858,R99230,0.0252172738809774977
816,1859,L34059,0.0248416414488934478
817,1225,M23419_,0.0248306309540120562
818,1628,T93885,0.0248288406296410802
819,349,D26129,0.0247385345621051744
820,959,D50063,0.0246084385354248258
821,1460,L34840,0.0244591834051450796
822,274,U14971_,0.0244022925918625511
823,362,T96942,0.0242729896705642378
824,1987,T64128,0.0241595311892337516
825,1193,D00762,0.0240431567794407997
826,571,T58756,0.0237816733229858635
827,1213,X57830,0.0236393491175685977
828,1430,L19067,0.0235637526710046341
829,204,H28452,0.0234861421095229339
830,477,M23114,0.0233393355111035650
831,634,U07695,0.0232683043916852572
832,386,H11095,0.0232599586671455860
833,343,H15542,0.0231971389979392928
834,887,H89688,0.0231513962102611881
835,399,R70016,0.0231345224030643504
836,1073,U31383,0.0231337167570977442
837,307,X16135,0.0230129146201663026
838,791,R88740,0.0229779967128578289
839,254,H82746,0.0228039166289100148
840,117,T72889,0.0227947188374546528
841,1035,R41866,0.0226270997182227429
842,800,T47562__,0.0226096888137150565
843,1003,R60883,0.0222839774704510774
844,928,M96233,0.0222351529553082017
845,551,J04182,0.0220580898750193377
846,1287,X67155,0.0220572842290525095
847,180,D14662,0.0218614675009776160
848,214,R28281,0.0216408547803648155
849,358,M83751,0.0215784172179271927
850,1060,T74272,0.0214500314462582331
851,562,U07664,0.0214296412626993060
852,1456,U30498,0.0213949023878281519
853,130,U27699,0.0213292040654879944
854,700,U18920,0.0210814919725499372
855,1286,R67027,0.0210548592346917474
856,454,L02426,0.0210279819900724974
857,1721,H09273,0.0210081989057731011
858,1849,M22760,0.0209961589743787869
859,1355,R99916,0.0207589857533343469
860,1029,H81068,0.0206743929268060622
861,1100,R22779,0.0205082060670707111
862,1146,U02020,0.0204194217752506901
863,335,H46732,0.0202447374568279770
864,1758,H11460,0.0202341521639846089
865,417,M63167,0.0201651907953377396
866,883,M28650_,0.0201477466340307387
867,131,R49974_,0.0201334033228484088
868,1463,M18216,0.0199564952331019452
869,237,R07007,0.0199535188188351142
870,1368,H53092,0.0198627046151180764
871,980,H09137,0.0197189284039793744
872,1763,T53549,0.0195621091532320879
873,1895,M76558,0.0195246193174796190
874,429,R60859,0.0194790828605277966
875,1513,R59202,0.0194271186956611608
876,1220,R62549,0.0193697545965509921
877,1553,H11940,0.0193115084994055497
878,1519,R80855,0.0192931129164937154
879,786,M83667,0.0191643231198972419
880,283,H38185,0.0191008768371609960
881,155,M29273,0.0190068400495759793
882,1578,M31516,0.0189703556084424019
883,369,Z23115_,0.0189621747822001918
884,151,X00700,0.0189247470950919539
885,55,H22688,0.0188972274399632489
886,781,X02750,0.0187855111992150103
887,1955,X67325_,0.0187436176089337270
888,187,T63133,0.0186440996158028227
889,144,H48072,0.0186008839984583840
890,1375,H51524,0.0185520081431309602
891,1332,X58521,0.0184992383322966081
892,361,M36205,0.0184734576613547752
893,188,T64467,0.0182528225616873652
894,594,T71643,0.0182118017545374045
895,1168,H71122,0.0179434321313292067
896,36,R86975,0.0178751983937408543
897,1658,H87135,0.0177772097283896979
898,1118,X59511,0.0177052294737718441
899,607,R44863,0.0173933549683489286
900,1978,H20856,0.0173754451425640610
901,881,R33367,0.0172938129333231050
902,635,M85289,0.0170955552947376077
903,914,U28389,0.0170777655398561823
904,1496,R00254,0.0169819384278999674
905,826,T90759,0.0167478021762113016
906,81,M31013,0.0167134055692343964
907,784,D13627,0.0166399897987246081
908,1665,R34876,0.0166125497520595022
909,444,U14588,0.0165998832071350133
910,1521,X74819,0.0164617017596560000
911,353,R70030,0.0164059256034352341
912,1248,M59371,0.0163864699600408947
913,1144,L27476,0.0163684837821871376
914,788,X14618,0.0162790570798574397
915,1438,H69695,0.0162190588343753550
916,484,X07979,0.0161557369874969492
917,401,R56070,0.0159644970878780601
918,1466,U27699_,0.0158760550639522879
919,556,R83285,0.0156813572886094210
920,1979,R98410,0.0156803278520958322
921,1256,J02645,0.0155236297115268762
922,396,R44884,0.0152883297489969650
923,87,R50158,0.0151945996861020394
924,839,X66975,0.0151908531690729820
925,749,M73481,0.0147101958335771332
926,1474,R80400,0.0146584107011464848
927,1903,X54941,0.0146211719542301832
928,1081,U10117,0.0146158839152610298
929,1694,R89823,0.0146087226177771257
930,694,H66976,0.0145337593668177778
931,846,U07132,0.0144675348249116986
932,153,J03077,0.0144328298304041702
933,897,J02906,0.0140647391397326071
934,889,M95627,0.0136038583064614915
935,972,T65740,0.0135971064140356646
936,945,M57732,0.0135553918561923670
937,917,X16356,0.0134959083289665216
938,1796,L13738,0.0133723311892606223
939,627,H27771,0.0131436620089784295
940,873,H79349,0.0131145692379501799
941,902,M81601,0.0130344522223491133
942,1151,R93337,0.0129990709369682822
943,1760,T94350,0.0129275425591128812
944,1560,K03192,0.0129238996924418981
945,670,U18934,0.0127388696687020797
946,1090,M65105,0.0126805531779978775
947,1569,H81558,0.0126268493360937040
948,148,T95063,0.0124557904245223838
949,1026,M11220,0.0122082175251467806
950,1752,H14607,0.0121641788713009458
951,867,T47069,0.0121438553640107472
952,1867,R71092,0.0120928311194377081
953,942,M29277,0.0117760108429401100
954,1946,R44112,0.0116812355465518714
955,1531,M22538,0.0115100515755575117
956,645,R61368,0.0114130001976715523
957,154,R98959,0.0113823856509280841
958,1096,X14830,0.0112611359329040095
959,644,H42477,0.0110589859323673156
960,391,R54317,0.0109003855721536702
961,563,M28128,0.0108956669173052578
962,541,M13686,0.0108787674053745231
963,1990,X67699,0.0107767189162288890
964,1585,L14848,0.0107767189162288890
965,88,D12686,0.0105307283476576696
966,769,L20688,0.0104103290337098642
967,805,X15882,0.0103778872577902082
968,1940,D90041,0.0103183511191515809
969,1535,T67406,0.0103081015121275765
970,671,D25216,0.0102795458384106198
971,679,T52003,0.0102157655326948760
972,1803,U18299,0.0101693289943225462
973,309,T48296,0.0101279053641896155
974,116,X79066,0.0100671014727402586
975,1731,J03569,0.0100619319111194816
976,16,L28809,0.0100531974977360328
977,1974,U14577,0.0099884838538004672
978,383,T56940,0.0099351126732747375
979,456,H22939,0.0098326808754165551
980,974,T85247,0.0097506392611170778
981,1257,R67358,0.0097446143761847903
982,1021,R38513_,0.0095989474467117475
983,427,U27143,0.0095174718908528355
984,35,H54676,0.0092076338794020440
985,1216,T62067,0.0091994431454047731
986,430,L39874,0.0091864632937150859
987,1846,X77130,0.0091786753827012291
988,1401,M38690,0.0091488217238158143
989,213,L09159,0.0090691009491232766
990,372,T64983,0.0089835234441908440
991,1488,U10324,0.0087878923306281553
992,752,R39681_,0.0087126091908287240
993,1288,R62459,0.0086239881344660763
994,106,T63370,0.0085259181978110110
995,970,X90529,0.0085158077843503488
996,1328,L32163,0.0083171712953911126
997,522,M96839,0.0082403663798764626
998,1475,H05893,0.0081697828415510099
999,1602,R09138,0.0081594006230392147
1000,83,T56674,0.0079891838706294127
1001,1776,R89377,0.0079465741506001830
1002,408,R50736,0.0078287708069904038
1003,1070,H40108,0.0078115389349198150
1004,686,T69271,0.0076130748963230133
1005,1591,T58645,0.0075206112246375412
1006,731,R67343,0.0074348994453774520
1007,653,D30755,0.0074327096237027934
1008,1900,R53455,0.0073539188615501239
1009,1007,R80779,0.0073379086225799917
1010,210,T47424,0.0072810385255119847
1011,437,R60318,0.0072529370149627681
1012,1637,R72164,0.0072349202131398727
1013,1600,U21914,0.0072273560926725544
1014,127,M84326,0.0071189071939010695
1015,233,R42265,0.0069150787642660028
1016,773,X13451,0.0068435345894313215
1017,1547,T40578,0.0068244883510950594
1018,345,R49231,0.0067168898563996216
1019,457,K03001,0.0066015498716400778
1020,483,T64941,0.0065570586481815685
1021,1881,H13292,0.0064904362025273166
1022,1418,M31606,0.0064752408244284076
1023,1635,U09367,0.0064742048058401558
1024,982,L07395,0.0064660654120272110
1025,182,X51346,0.0064212625446435911
1026,1014,R21901,0.0063212281704156936
1027,471,R53036,0.0062723921539626915
1028,410,X87159,0.0061624099781658614
1029,815,X93499,0.0061394654886528510
1030,591,Y00414,0.0060458315240512484
1031,1988,R76825,0.0060232734369769503
1032,701,D13138,0.0060201337872527461
1033,860,R01157,0.0059784705695933305
1034,1620,R28608,0.0059226572073283190
1035,1352,M31303,0.0057358609011124440
1036,1228,X00588,0.0056916158472548606
1037,119,X17042,0.0056525736118178127
1038,875,M67466,0.0056148109317402106
1039,1914,H87193,0.0055574310356505396
1040,1494,Z14978,0.0055384535973186377
1041,1427,R41673,0.0055066305816242611
1042,175,R24425,0.0054556063370516661
1043,1991,R70790,0.0054113853250887800
1044,568,H45526_,0.0053273743539810070
1045,929,J04046,0.0050752519244394723
1046,442,M96326,0.0049480046197727390
1047,765,T47342,0.0049056443950246109
1048,1173,R60906,0.0048875364141431898
1049,1977,D00760,0.0048484800445665055
1050,797,M26481,0.0047763572707060220
1051,1137,T56475,0.0047385366683689867
1052,1538,H78346,0.0045405267929401472
1053,1511,H18451,0.0044893235159302325
1054,270,D14520,0.0043664434525978457
1055,1926,U36621,0.0042711882883073038
1056,1676,T47601,0.0041002860301186939
1057,370,H69869,0.0040098746493846260
1058,1300,H04333,0.0039970738301322584
1059,1781,J03600,0.0037462941438688446
1060,341,H26101,0.0035985028670451058
1061,716,Z15009,0.0035541028226453442
1062,695,U06088,0.0034233643854548745
1063,347,U05681,0.0032732904450585298
1064,330,X62153,0.0032478230808816733
1065,597,R70939,0.0032100472366538568
1066,1302,L20431,0.0031483192218901834
1067,1121,M22488,0.0031062531812471317
1068,1732,X52008,0.0030802934778679791
1069,567,R16077,0.0030034438042443323
1070,363,M27903,0.0030005378528212834
1071,767,X66141,0.0029115952447784643
1072,22,R22197,0.0028573915116076876
1073,311,M86752,0.0027932149649829707
1074,1293,U21049,0.0027492177435664011
1075,1335,T89649,0.0026667219660991837
1076,672,H71150,0.0025664703833994107
1077,1088,T65790,0.0025181763834927207
1078,1058,R60195,0.0022214301190046637
1079,1728,R81170,0.0021795812868332654
1080,108,T56934,0.0021585897335838489
1081,21,J02763,0.0021469526251725046
1082,1201,M55268,0.0019011634680929923
1083,316,M19045,0.0018333325534876099
1084,739,Z35093,0.0018201736693612691
1085,1786,H66834,0.0017792199993753588
1086,533,R42070,0.0017717453951264783
1087,1281,L25081,0.0017418022200219596
1088,827,M80469,0.0016697640431451166
1089,1653,T62884,0.0016197336918810645
1090,428,T72403,0.0015573540517026530
1091,128,H85878,0.0013414343504887238
1092,1167,U04953,0.0013075590438431650
1093,1573,L21993,0.0012525065694357629
1094,631,U19796,0.0010967368478518313
1095,1656,R99935,0.0010403083733669938
1096,379,M98045,0.0009955055059831519
1097,132,L38696,0.0009124792132797488
1098,1067,M98326,0.0008947326229520325
1099,1870,M84490,0.0008249597191138935
1100,1072,R98842,0.0008068816693518333
1101,1436,T67433,0.0007649117270023265
1102,628,T60318,0.0005953614269968988
1103,1963,X70070,0.0003800815034624705
1104,1164,H63354,0.0003648505821591819
1105,1717,M60335,0.0003224057604276354
1106,996,J03161_,0.0002691742343607917
1107,13,H20709,0.0002084068561061247
1108,351,M61858,0.0001360602916991027
1109,1696,L40392,0.0000000000000000000
1110,1428,X54101,0.0000000000000000000
1111,1624,R05291,0.0000000000000000000
1112,1820,H40013,0.0000000000000000000
1113,1695,R35885,0.0000000000000000000
1114,1429,R09468,0.0000000000000000000
1115,1948,Y00796,0.0000000000000000000
1116,1697,U20998,0.0000000000000000000
1117,1426,H56077,0.0000000000000000000
1118,1698,R39540,0.0000000000000000000
1119,1699,R41765,0.0000000000000000000
1120,1431,D26068,0.0000000000000000000
1121,1700,H62466,0.0000000000000000000
1122,1432,X17042__,0.0000000000000000000
1123,1944,M69181,0.0000000000000000000
1124,1625,T95612,0.0000000000000000000
1125,1949,M14603,0.0000000000000000000
1126,1943,Z33642,0.0000000000000000000
1127,1425,L13977,0.0000000000000000000
1128,1541,X53179,0.0000000000000000000
1129,1626,L27841,0.0000000000000000000
1130,1819,L07032,0.0000000000000000000
1131,1423,D31887_,0.0000000000000000000
1132,1693,H74007,0.0000000000000000000
1133,1951,T78323,0.0000000000000000000
1134,1542,U27328,0.0000000000000000000
1135,1952,M80359,0.0000000000000000000
1136,1691,X51985,0.0000000000000000000
1137,1421,R49542,0.0000000000000000000
1138,1956,U25435,0.0000000000000000000
1139,1419,R78950,0.0000000000000000000
1140,1957,D37931,0.0000000000000000000
1141,1802,R73606,0.0000000000000000000
1142,1565,X07384,0.0000000000000000000
1143,1690,H70868,0.0000000000000000000
1144,1927,R78595,0.0000000000000000000
1145,1931,L40380,0.0000000000000000000
1146,1617,H09781,0.0000000000000000000
1147,1928,H20503,0.0000000000000000000
1148,1444,M13560,0.0000000000000000000
1149,1709,X06272,0.0000000000000000000
1150,1710,D21094,0.0000000000000000000
1151,1616,U30872,0.0000000000000000000
1152,1433,R85479,0.0000000000000000000
1153,1539,L19760,0.0000000000000000000
1154,1924,M25108,0.0000000000000000000
1155,1447,H89481,0.0000000000000000000
1156,1922,R42029,0.0000000000000000000
1157,1711,U12387,0.0000000000000000000
1158,1615,D90086,0.0000000000000000000
1159,1933,X76057,0.0000000000000000000
1160,1443,D26067,0.0000000000000000000
1161,1935,X85750,0.0000000000000000000
1162,1936,H74178,0.0000000000000000000
1163,1707,H47628,0.0000000000000000000
1164,1705,H71627,0.0000000000000000000
1165,1937,U31248_,0.0000000000000000000
1166,1439,M35878,0.0000000000000000000
1167,1704,T48692,0.0000000000000000000
1168,1619,X73478,0.0000000000000000000
1169,1801,T40674,0.0000000000000000000
1170,1941,R67999,0.0000000000000000000
1171,1701,H73714,0.0000000000000000000
1172,1821,R49719,0.0000000000000000000
1173,1942,D29808,0.0000000000000000000
1174,1435,D10523,0.0000000000000000000
1175,1434,R99200,0.0000000000000000000
1176,1960,H77510,0.0000000000000000000
1177,1689,U09646,0.0000000000000000000
1178,1713,X79888,0.0000000000000000000
1179,1664,X59842,0.0000000000000000000
1180,1812,H02031,0.0000000000000000000
1181,1661,H08751,0.0000000000000000000
1182,1662,X16663,0.0000000000000000000
1183,1810,U22431,0.0000000000000000000
1184,1985,D14689,0.0000000000000000000
1185,1652,U37690,0.0000000000000000000
1186,1666,M35252,0.0000000000000000000
1187,1417,X66365,0.0000000000000000000
1188,1395,H42127,0.0000000000000000000
1189,1546,R71875,0.0000000000000000000
1190,1396,R39599,0.0000000000000000000
1191,1668,U34074,0.0000000000000000000
1192,1646,R51502,0.0000000000000000000
1193,1398,Z26317,0.0000000000000000000
1194,1989,U15212,0.0000000000000000000
1195,1660,M27826,0.0000000000000000000
1196,1654,H06877,0.0000000000000000000
1197,1659,H14372,0.0000000000000000000
1198,1811,X93510,0.0000000000000000000
1199,1391,T53360,0.0000000000000000000
1200,1549,X53799,0.0000000000000000000
1201,1390,U18422,0.0000000000000000000
1202,1389,M77698,0.0000000000000000000
1203,1388,M32313,0.0000000000000000000
1204,1550,U20141,0.0000000000000000000
1205,1387,M77477,0.0000000000000000000
1206,1657,H14341,0.0000000000000000000
1207,1994,D17390,0.0000000000000000000
1208,1996,H18490,0.0000000000000000000
1209,1385,L40992,0.0000000000000000000
1210,1998,R77780,0.0000000000000000000
1211,1672,T57079,0.0000000000000000000
1212,1400,D13243,0.0000000000000000000
1213,1643,R80427,0.0000000000000000000
1214,1681,M95178,0.0000000000000000000
1215,1416,L20859,0.0000000000000000000
1216,1630,X63469,0.0000000000000000000
1217,1415,M28882,0.0000000000000000000
1218,1688,H41147,0.0000000000000000000
1219,1686,T93317,0.0000000000000000000
1220,1631,M34668,0.0000000000000000000
1221,1961,R78142,0.0000000000000000000
1222,1685,L47162,0.0000000000000000000
1223,1543,T71260,0.0000000000000000000
1224,1818,T71049,0.0000000000000000000
1225,1684,U19261,0.0000000000000000000
1226,1683,H24310,0.0000000000000000000
1227,1682,T98274,0.0000000000000000000
1228,1554,L38929,0.0000000000000000000
1229,1680,U02082,0.0000000000000000000
1230,1675,U03851,0.0000000000000000000
1231,1815,R77794,0.0000000000000000000
1232,1804,H82741,0.0000000000000000000
1233,1805,D26018,0.0000000000000000000
1234,1407,R72644,0.0000000000000000000
1235,1638,U14391,0.0000000000000000000
1236,1970,U24105,0.0000000000000000000
1237,1806,T55558_,0.0000000000000000000
1238,1639,X67235,0.0000000000000000000
1239,1814,Z22936,0.0000000000000000000
1240,1404,U04641,0.0000000000000000000
1241,1975,K03474,0.0000000000000000000
1242,1976,T49204,0.0000000000000000000
1243,1813,R55828,0.0000000000000000000
1244,1641,L05485,0.0000000000000000000
1245,1918,J00146,0.0000000000000000000
1246,1912,R74066,0.0000000000000000000
1247,1516,D21205,0.0000000000000000000
1248,1851,X12892,0.0000000000000000000
1249,1759,R62438,0.0000000000000000000
1250,1489,L00354,0.0000000000000000000
1251,1490,R56630,0.0000000000000000000
1252,1853,Y00661,0.0000000000000000000
1253,1562,H28704,0.0000000000000000000
1254,1584,D13639,0.0000000000000000000
1255,1492,M23115,0.0000000000000000000
1256,1748,R80779_,0.0000000000000000000
1257,1764,L42110,0.0000000000000000000
1258,1767,U05875,0.0000000000000000000
1259,1768,H01418,0.0000000000000000000
1260,1579,T79831,0.0000000000000000000
1261,1563,R94513,0.0000000000000000000
1262,1495,R35665,0.0000000000000000000
1263,1754,R85558,0.0000000000000000000
1264,1854,D38521,0.0000000000000000000
1265,1486,L25941,0.0000000000000000000
1266,1855,X80692,0.0000000000000000000
1267,1856,U37690_,0.0000000000000000000
1268,1831,X15943,0.0000000000000000000
1269,1857,H74265,0.0000000000000000000
1270,1829,M83664,0.0000000000000000000
1271,1485,R15814,0.0000000000000000000
1272,1589,R74208,0.0000000000000000000
1273,1828,R36644,0.0000000000000000000
1274,1590,L14076,0.0000000000000000000
1275,1484,D13665,0.0000000000000000000
1276,1860,H72850,0.0000000000000000000
1277,1483,X57348,0.0000000000000000000
1278,1751,X15149,0.0000000000000000000
1279,1787,H62177,0.0000000000000000000
1280,1772,R75893_,0.0000000000000000000
1281,1773,R77220,0.0000000000000000000
1282,1576,H06189,0.0000000000000000000
1283,1507,X79353,0.0000000000000000000
1284,1515,H68239,0.0000000000000000000
1285,1832,R60168,0.0000000000000000000
1286,1518,X69115,0.0000000000000000000
1287,1567,D14695,0.0000000000000000000
1288,1780,R22816,0.0000000000000000000
1289,1512,D28124,0.0000000000000000000
1290,1564,H08351,0.0000000000000000000
1291,1520,U07139,0.0000000000000000000
1292,1570,X58401,0.0000000000000000000
1293,1836,R88749,0.0000000000000000000
1294,1779,R42095,0.0000000000000000000
1295,1839,D38537,0.0000000000000000000
1296,1508,M77829,0.0000000000000000000
1297,1782,X06700,0.0000000000000000000
1298,1571,M96859,0.0000000000000000000
1299,1574,T58731,0.0000000000000000000
1300,1506,U27337,0.0000000000000000000
1301,1840,R41561,0.0000000000000000000
1302,1841,M87434,0.0000000000000000000
1303,1843,R22953,0.0000000000000000000
1304,1778,R50482,0.0000000000000000000
1305,1522,X02228,0.0000000000000000000
1306,1503,H78386,0.0000000000000000000
1307,1502,R47961,0.0000000000000000000
1308,1501,R46362,0.0000000000000000000
1309,1500,H44044,0.0000000000000000000
1310,1499,M14539,0.0000000000000000000
1311,1844,L06111,0.0000000000000000000
1312,1845,T52806,0.0000000000000000000
1313,1783,M37510,0.0000000000000000000
1314,1525,H05899,0.0000000000000000000
1315,1482,K03474_,0.0000000000000000000
1316,1450,D15049,0.0000000000000000000
1317,1725,H65425,0.0000000000000000000
1318,1720,H28050,0.0000000000000000000
1319,1610,H92195,0.0000000000000000000
1320,1892,L34657,0.0000000000000000000
1321,1722,Z13009,0.0000000000000000000
1322,1890,H29546,0.0000000000000000000
1323,1724,M31679,0.0000000000000000000
1324,1727,R75893,0.0000000000000000000
1325,1481,T64012,0.0000000000000000000
1326,1462,H15662,0.0000000000000000000
1327,1606,Y00062,0.0000000000000000000
1328,1605,X12876,0.0000000000000000000
1329,1551,U11037,0.0000000000000000000
1330,1888,H21042,0.0000000000000000000
1331,1822,H20289,0.0000000000000000000
1332,1719,H39830,0.0000000000000000000
1333,1537,R67987,0.0000000000000000000
1334,1612,R67275,0.0000000000000000000
1335,1716,H45251,0.0000000000000000000
1336,1458,T40637,0.0000000000000000000
1337,1905,R90908,0.0000000000000000000
1338,1457,H04654,0.0000000000000000000
1339,1906,U12134,0.0000000000000000000
